Symbol,Date,Expiry,Option Type,Strike Price,Open,Prev_BN_CP,BankNifty_OP,Change_In_BN,Prev_Close
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26400,1177.35,27554.05,27618.1,64.05,1125
BANKNIFTY,6-Mar-19,7-Mar-19,CE,27300,329.6,27554.05,27618.1,64.05,291.95
BANKNIFTY,6-Mar-19,7-Mar-19,CE,27400,234.9,27554.05,27618.1,64.05,212.85
BANKNIFTY,6-Mar-19,7-Mar-19,CE,27500,164,27554.05,27618.1,64.05,146.5
BANKNIFTY,6-Mar-19,7-Mar-19,CE,27600,123.8,27554.05,27618.1,64.05,93.85
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26500,1065,27554.05,27618.1,64.05,1033.55
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26600,968.9,27554.05,27618.1,64.05,925.35
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26700,893.6,27554.05,27618.1,64.05,839.55
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26800,774.55,27554.05,27618.1,64.05,746.7
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26900,650,27554.05,27618.1,64.05,652.5
BANKNIFTY,6-Mar-19,7-Mar-19,CE,27000,599.6,27554.05,27618.1,64.05,558.9
BANKNIFTY,6-Mar-19,7-Mar-19,CE,27100,499,27554.05,27618.1,64.05,465.7
BANKNIFTY,6-Mar-19,7-Mar-19,CE,27200,403.35,27554.05,27618.1,64.05,377.5
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26000,1563.8,27554.05,27618.1,64.05,1534.55
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26100,1505,27554.05,27618.1,64.05,1435.75
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26200,1431.05,27554.05,27618.1,64.05,1236.8
BANKNIFTY,6-Mar-19,7-Mar-19,CE,26300,1295.55,27554.05,27618.1,64.05,1242.95
BANKNIFTY,6-Mar-19,14-Mar-19,CE,26000,1650,27554.05,27618.1,64.05,1542
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27100,596.35,27554.05,27618.1,64.05,542.55
BANKNIFTY,6-Mar-19,14-Mar-19,CE,26500,1111,27554.05,27618.1,64.05,1010
BANKNIFTY,6-Mar-19,14-Mar-19,CE,26600,1020,27554.05,27618.1,64.05,980
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27300,424.8,27554.05,27618.1,64.05,407.4
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27400,325,27554.05,27618.1,64.05,340.25
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27500,297.55,27554.05,27618.1,64.05,275.4
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27600,221.75,27554.05,27618.1,64.05,218.2
BANKNIFTY,6-Mar-19,14-Mar-19,CE,26700,960,27554.05,27618.1,64.05,658.45
BANKNIFTY,6-Mar-19,14-Mar-19,CE,26800,840,27554.05,27618.1,64.05,826.45
BANKNIFTY,6-Mar-19,14-Mar-19,CE,26900,789.9,27554.05,27618.1,64.05,733.4
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27000,677.35,27554.05,27618.1,64.05,646.75
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27700,183.05,27554.05,27618.1,64.05,169.8
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27800,140.9,27554.05,27618.1,64.05,127.2
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27900,100,27554.05,27618.1,64.05,92.25
BANKNIFTY,6-Mar-19,14-Mar-19,CE,28000,69.4,27554.05,27618.1,64.05,64.45
BANKNIFTY,6-Mar-19,14-Mar-19,CE,28100,41.05,27554.05,27618.1,64.05,45.2
BANKNIFTY,6-Mar-19,14-Mar-19,CE,27200,484.7,27554.05,27618.1,64.05,481.65
BANKNIFTY,6-Mar-19,14-Mar-19,CE,28200,28.05,27554.05,27618.1,64.05,30.85
BANKNIFTY,6-Mar-19,20-Mar-19,CE,28000,152.7,27554.05,27618.1,64.05,119.7
BANKNIFTY,6-Mar-19,28-Mar-19,CE,25000,2680,27554.05,27618.1,64.05,2631.1
BANKNIFTY,6-Mar-19,28-Mar-19,CE,29300,12.45,27554.05,27618.1,64.05,11.45
BANKNIFTY,6-Mar-19,28-Mar-19,CE,25500,2229.95,27554.05,27618.1,64.05,2183.4
BANKNIFTY,6-Mar-19,28-Mar-19,CE,25700,1985,27554.05,27618.1,64.05,1589
BANKNIFTY,6-Mar-19,28-Mar-19,CE,26500,1256.65,27554.05,27618.1,64.05,1256.2
BANKNIFTY,6-Mar-19,28-Mar-19,CE,26000,1720,27554.05,27618.1,64.05,1683.85
BANKNIFTY,6-Mar-19,28-Mar-19,CE,26800,975.25,27554.05,27618.1,64.05,992.9
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27000,1099.5,27554.05,27618.1,64.05,841.5
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27100,751.25,27554.05,27618.1,64.05,758.6
BANKNIFTY,6-Mar-19,28-Mar-19,CE,26600,1179.3,27554.05,27618.1,64.05,1110.5
BANKNIFTY,6-Mar-19,28-Mar-19,CE,26700,1126.1,27554.05,27618.1,64.05,1060
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27200,693.8,27554.05,27618.1,64.05,685.35
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27300,645.75,27554.05,27618.1,64.05,614.75
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27400,567.1,27554.05,27618.1,64.05,549.2
BANKNIFTY,6-Mar-19,28-Mar-19,CE,26900,930,27554.05,27618.1,64.05,909.9
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27500,519.95,27554.05,27618.1,64.05,485.6
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27600,439.3,27554.05,27618.1,64.05,425.9
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27700,372.2,27554.05,27618.1,64.05,366.3
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28200,162,27554.05,27618.1,64.05,157.65
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27800,330,27554.05,27618.1,64.05,316.85
BANKNIFTY,6-Mar-19,28-Mar-19,CE,27900,280,27554.05,27618.1,64.05,270.85
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28500,96.5,27554.05,27618.1,64.05,84.05
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28000,238.55,27554.05,27618.1,64.05,231
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28100,195.35,27554.05,27618.1,64.05,190.25
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28700,65,27554.05,27618.1,64.05,54.25
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28800,46.9,27554.05,27618.1,64.05,35
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28300,132.4,27554.05,27618.1,64.05,126.8
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28400,111.75,27554.05,27618.1,64.05,104.8
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28900,38.2,27554.05,27618.1,64.05,30.75
BANKNIFTY,6-Mar-19,28-Mar-19,CE,29000,28.5,27554.05,27618.1,64.05,25.4
BANKNIFTY,6-Mar-19,28-Mar-19,CE,28600,71.5,27554.05,27618.1,64.05,50
BANKNIFTY,6-Mar-19,25-Apr-19,CE,26500,1500,27554.05,27618.1,64.05,1500
BANKNIFTY,6-Mar-19,25-Apr-19,CE,27000,1109.95,27554.05,27618.1,64.05,1097.3
BANKNIFTY,6-Mar-19,25-Apr-19,CE,27500,789.95,27554.05,27618.1,64.05,745.15
BANKNIFTY,6-Mar-19,25-Apr-19,CE,28000,477.05,27554.05,27618.1,64.05,467
BANKNIFTY,6-Mar-19,25-Apr-19,CE,28500,264.75,27554.05,27618.1,64.05,242.3
BANKNIFTY,6-Mar-19,25-Apr-19,CE,29000,129.25,27554.05,27618.1,64.05,123.65
BANKNIFTY,6-Mar-19,30-May-19,CE,28000,880,27554.05,27618.1,64.05,899.8
BANKNIFTY,6-Mar-19,30-May-19,CE,28500,601,27554.05,27618.1,64.05,643.2
BANKNIFTY,7-Mar-19,7-Mar-19,CE,25000,2481.95,27625.65,27661,35.35,2630.85
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27300,303,27625.65,27661,35.35,295.25
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27400,199,27625.65,27661,35.35,207.75
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27500,157,27625.65,27661,35.35,135
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27600,99.95,27625.65,27661,35.35,78.6
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27700,41,27625.65,27661,35.35,41.35
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27800,14,27625.65,27661,35.35,19.7
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26500,1050,27625.65,27661,35.35,1089.35
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26600,957.3,27625.65,27661,35.35,995.8
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26700,896.45,27625.65,27661,35.35,880.9
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26800,654.25,27625.65,27661,35.35,790.95
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26900,581,27625.65,27661,35.35,690.4
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27000,559.95,27625.65,27661,35.35,591.9
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27100,500,27625.65,27661,35.35,489.45
BANKNIFTY,7-Mar-19,7-Mar-19,CE,27200,389.05,27625.65,27661,35.35,395.5
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26000,1482.25,27625.65,27661,35.35,1578.9
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26100,1552,27625.65,27661,35.35,1409.3
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26200,1566,27625.65,27661,35.35,1431.05
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26300,1290,27625.65,27661,35.35,1255.35
BANKNIFTY,7-Mar-19,7-Mar-19,CE,26400,1165,27625.65,27661,35.35,1197.8
BANKNIFTY,7-Mar-19,14-Mar-19,CE,26000,1596.15,27625.65,27661,35.35,1598.6
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27100,545.3,27625.65,27661,35.35,588.6
BANKNIFTY,7-Mar-19,14-Mar-19,CE,26500,1081.65,27625.65,27661,35.35,1110.4
BANKNIFTY,7-Mar-19,14-Mar-19,CE,26600,1002,27625.65,27661,35.35,1040
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27300,399.9,27625.65,27661,35.35,430.5
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27400,336.1,27625.65,27661,35.35,356.75
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27500,291.5,27625.65,27661,35.35,288.05
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27600,233.75,27625.65,27661,35.35,227.45
BANKNIFTY,7-Mar-19,14-Mar-19,CE,26700,900,27625.65,27661,35.35,919.7
BANKNIFTY,7-Mar-19,14-Mar-19,CE,26800,813,27625.65,27661,35.35,831.5
BANKNIFTY,7-Mar-19,14-Mar-19,CE,26900,724.25,27625.65,27661,35.35,761.65
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27000,653.35,27625.65,27661,35.35,663.5
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27700,175.05,27625.65,27661,35.35,175.85
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27800,114.35,27625.65,27661,35.35,130.4
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27900,86.45,27625.65,27661,35.35,92.75
BANKNIFTY,7-Mar-19,14-Mar-19,CE,28000,65,27625.65,27661,35.35,63.2
BANKNIFTY,7-Mar-19,14-Mar-19,CE,28100,32.7,27625.65,27661,35.35,39.85
BANKNIFTY,7-Mar-19,14-Mar-19,CE,27200,475.45,27625.65,27661,35.35,508.05
BANKNIFTY,7-Mar-19,14-Mar-19,CE,28200,25,27625.65,27661,35.35,25.55
BANKNIFTY,7-Mar-19,14-Mar-19,CE,28300,11.5,27625.65,27661,35.35,15.05
BANKNIFTY,7-Mar-19,20-Mar-19,CE,28000,120,27625.65,27661,35.35,138.85
BANKNIFTY,7-Mar-19,20-Mar-19,CE,27400,434.4,27625.65,27661,35.35,489.9
BANKNIFTY,7-Mar-19,20-Mar-19,CE,27500,355.45,27625.65,27661,35.35,385.95
BANKNIFTY,7-Mar-19,20-Mar-19,CE,27600,304.85,27625.65,27661,35.35,320
BANKNIFTY,7-Mar-19,20-Mar-19,CE,27800,205,27625.65,27661,35.35,220.05
BANKNIFTY,7-Mar-19,28-Mar-19,CE,25000,2600,27625.65,27661,35.35,2668
BANKNIFTY,7-Mar-19,28-Mar-19,CE,29300,12.45,27625.65,27661,35.35,12.05
BANKNIFTY,7-Mar-19,28-Mar-19,CE,25500,2165.8,27625.65,27661,35.35,2224.9
BANKNIFTY,7-Mar-19,28-Mar-19,CE,26500,1240,27625.65,27661,35.35,1283.7
BANKNIFTY,7-Mar-19,28-Mar-19,CE,26000,1683.55,27625.65,27661,35.35,1713.5
BANKNIFTY,7-Mar-19,28-Mar-19,CE,26800,1010,27625.65,27661,35.35,1014.9
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27000,870,27625.65,27661,35.35,856.2
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27100,727.85,27625.65,27661,35.35,776.65
BANKNIFTY,7-Mar-19,28-Mar-19,CE,26600,1200,27625.65,27661,35.35,1107.25
BANKNIFTY,7-Mar-19,28-Mar-19,CE,26700,1056,27625.65,27661,35.35,1051.2
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27200,655.5,27625.65,27661,35.35,688.85
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27300,598.15,27625.65,27661,35.35,619.55
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27400,530.95,27625.65,27661,35.35,553.65
BANKNIFTY,7-Mar-19,28-Mar-19,CE,26900,916.15,27625.65,27661,35.35,928.1
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27500,495,27625.65,27661,35.35,489.45
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27600,459.85,27625.65,27661,35.35,430.4
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27700,393.8,27625.65,27661,35.35,374.4
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28200,159.25,27625.65,27661,35.35,155.5
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27800,308.7,27625.65,27661,35.35,318.35
BANKNIFTY,7-Mar-19,28-Mar-19,CE,27900,255.35,27625.65,27661,35.35,271.7
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28500,79.95,27625.65,27661,35.35,82
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28000,228,27625.65,27661,35.35,228.65
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28100,182,27625.65,27661,35.35,192.1
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28700,46,27625.65,27661,35.35,48.8
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28800,35.65,27625.65,27661,35.35,40.35
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28300,118.15,27625.65,27661,35.35,127.8
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28400,92,27625.65,27661,35.35,102.8
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28900,30,27625.65,27661,35.35,31.05
BANKNIFTY,7-Mar-19,28-Mar-19,CE,29000,26.35,27625.65,27661,35.35,26.35
BANKNIFTY,7-Mar-19,28-Mar-19,CE,28600,59.8,27625.65,27661,35.35,66.2
BANKNIFTY,7-Mar-19,25-Apr-19,CE,26500,1487.8,27625.65,27661,35.35,1560.85
BANKNIFTY,7-Mar-19,25-Apr-19,CE,27000,1095,27625.65,27661,35.35,1148.85
BANKNIFTY,7-Mar-19,25-Apr-19,CE,27500,751.5,27625.65,27661,35.35,753.9
BANKNIFTY,7-Mar-19,25-Apr-19,CE,28000,476.05,27625.65,27661,35.35,475.95
BANKNIFTY,7-Mar-19,25-Apr-19,CE,28500,271.65,27625.65,27661,35.35,277.6
BANKNIFTY,7-Mar-19,25-Apr-19,CE,29000,140,27625.65,27661,35.35,151.2
BANKNIFTY,7-Mar-19,30-May-19,CE,28000,915,27625.65,27661,35.35,880
BANKNIFTY,7-Mar-19,30-May-19,CE,29000,400.4,27625.65,27661,35.35,470
BANKNIFTY,7-Mar-19,30-May-19,CE,29200,390,27625.65,27661,35.35,370
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28500,399.75,28884.3,29028.9,144.6,380.35
BANKNIFTY,14-Mar-19,14-Mar-19,CE,26900,2110.25,28884.3,29028.9,144.6,1957.9
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27700,1225.95,28884.3,29028.9,144.6,1170.35
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27800,1100,28884.3,29028.9,144.6,1058.55
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27900,1005.2,28884.3,29028.9,144.6,963.15
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28000,1097.3,28884.3,29028.9,144.6,852.15
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27100,1891.5,28884.3,29028.9,144.6,1774.2
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27200,1732.95,28884.3,29028.9,144.6,1668.4
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28800,180.05,28884.3,29028.9,144.6,147.5
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28900,95.75,28884.3,29028.9,144.6,97.35
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28100,817.8,28884.3,29028.9,144.6,763
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28200,670,28884.3,29028.9,144.6,670
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28300,674.3,28884.3,29028.9,144.6,572.55
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28400,485.45,28884.3,29028.9,144.6,472.45
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28600,343.2,28884.3,29028.9,144.6,289.65
BANKNIFTY,14-Mar-19,14-Mar-19,CE,28700,279.9,28884.3,29028.9,144.6,211.65
BANKNIFTY,14-Mar-19,14-Mar-19,CE,26000,3011.55,28884.3,29028.9,144.6,2782.3
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27000,1936.55,28884.3,29028.9,144.6,1858.6
BANKNIFTY,14-Mar-19,14-Mar-19,CE,26500,2500,28884.3,29028.9,144.6,2373.15
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27300,1710,28884.3,29028.9,144.6,1571.95
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27400,1545.95,28884.3,29028.9,144.6,1478.2
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27500,1407.1,28884.3,29028.9,144.6,1365.4
BANKNIFTY,14-Mar-19,14-Mar-19,CE,26600,2399,28884.3,29028.9,144.6,2265.3
BANKNIFTY,14-Mar-19,14-Mar-19,CE,26700,2305.05,28884.3,29028.9,144.6,2120.65
BANKNIFTY,14-Mar-19,14-Mar-19,CE,26800,2198.4,28884.3,29028.9,144.6,2086.65
BANKNIFTY,14-Mar-19,14-Mar-19,CE,27600,1279.1,28884.3,29028.9,144.6,1263.35
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28400,659.95,28884.3,29028.9,144.6,592.45
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27700,1330,28884.3,29028.9,144.6,1208.05
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27800,1260,28884.3,29028.9,144.6,1123.4
BANKNIFTY,14-Mar-19,20-Mar-19,CE,29200,140.25,28884.3,29028.9,144.6,132.5
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28500,553.75,28884.3,29028.9,144.6,514.75
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28600,429.45,28884.3,29028.9,144.6,432.65
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28700,436.9,28884.3,29028.9,144.6,365.35
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28800,445.9,28884.3,29028.9,144.6,302.45
BANKNIFTY,14-Mar-19,20-Mar-19,CE,29900,25,28884.3,29028.9,144.6,25.85
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28900,270,28884.3,29028.9,144.6,244.85
BANKNIFTY,14-Mar-19,20-Mar-19,CE,29000,208.85,28884.3,29028.9,144.6,204.5
BANKNIFTY,14-Mar-19,20-Mar-19,CE,29100,177.2,28884.3,29028.9,144.6,165.25
BANKNIFTY,14-Mar-19,20-Mar-19,CE,29300,106.55,28884.3,29028.9,144.6,104.3
BANKNIFTY,14-Mar-19,20-Mar-19,CE,29400,81.1,28884.3,29028.9,144.6,81.35
BANKNIFTY,14-Mar-19,20-Mar-19,CE,29700,45.05,28884.3,29028.9,144.6,41.5
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27600,1410,28884.3,29028.9,144.6,1274.9
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27000,1962.05,28884.3,29028.9,144.6,1861
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27200,1800,28884.3,29028.9,144.6,1668
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27300,1700,28884.3,29028.9,144.6,1330
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27900,1090.1,28884.3,29028.9,144.6,1012.1
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28000,957.15,28884.3,29028.9,144.6,926.05
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27400,1606.2,28884.3,29028.9,144.6,1200.6
BANKNIFTY,14-Mar-19,20-Mar-19,CE,27500,1519.95,28884.3,29028.9,144.6,1412.75
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28100,936.05,28884.3,29028.9,144.6,835.2
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28200,800,28884.3,29028.9,144.6,749.35
BANKNIFTY,14-Mar-19,20-Mar-19,CE,28300,740,28884.3,29028.9,144.6,671.45
BANKNIFTY,14-Mar-19,28-Mar-19,CE,25000,4020,28884.3,29028.9,144.6,3906.6
BANKNIFTY,14-Mar-19,28-Mar-19,CE,25500,3459.45,28884.3,29028.9,144.6,3446.25
BANKNIFTY,14-Mar-19,28-Mar-19,CE,26500,2560,28884.3,29028.9,144.6,2445.85
BANKNIFTY,14-Mar-19,28-Mar-19,CE,26000,3089.7,28884.3,29028.9,144.6,2905.7
BANKNIFTY,14-Mar-19,28-Mar-19,CE,26800,2275,28884.3,29028.9,144.6,2070
BANKNIFTY,14-Mar-19,28-Mar-19,CE,26300,2615.5,28884.3,29028.9,144.6,2640
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27000,2210.05,28884.3,29028.9,144.6,1950.45
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27100,2135.2,28884.3,29028.9,144.6,1868.6
BANKNIFTY,14-Mar-19,28-Mar-19,CE,26600,2316.6,28884.3,29028.9,144.6,2378.8
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27200,1882.7,28884.3,29028.9,144.6,1746.25
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27300,1788.45,28884.3,29028.9,144.6,1645
BANKNIFTY,14-Mar-19,28-Mar-19,CE,26900,2175.2,28884.3,29028.9,144.6,2078.6
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27400,1683.05,28884.3,29028.9,144.6,1570
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27500,1560,28884.3,29028.9,144.6,1480
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27600,1501.9,28884.3,29028.9,144.6,1396.5
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28200,980,28884.3,29028.9,144.6,844.5
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27700,1400,28884.3,29028.9,144.6,1274.7
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27800,1320,28884.3,29028.9,144.6,1214.35
BANKNIFTY,14-Mar-19,28-Mar-19,CE,27900,1210,28884.3,29028.9,144.6,1102.8
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28400,750.9,28884.3,29028.9,144.6,708.25
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28500,664.8,28884.3,29028.9,144.6,621.65
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28000,1100,28884.3,29028.9,144.6,1023.25
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28100,1050,28884.3,29028.9,144.6,958.2
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28700,369.7,28884.3,29028.9,144.6,495
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28800,517.7,28884.3,29028.9,144.6,434.25
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28300,880,28884.3,29028.9,144.6,771.15
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28900,426.85,28884.3,29028.9,144.6,372.8
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29000,330.9,28884.3,29028.9,144.6,323.75
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29100,310.05,28884.3,29028.9,144.6,271.7
BANKNIFTY,14-Mar-19,28-Mar-19,CE,28600,586.05,28884.3,29028.9,144.6,556
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29200,276.85,28884.3,29028.9,144.6,234.6
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29300,212.45,28884.3,29028.9,144.6,193.7
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29400,180.4,28884.3,29028.9,144.6,157
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29500,147.35,28884.3,29028.9,144.6,132.65
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29600,124.2,28884.3,29028.9,144.6,111.8
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29700,93.05,28884.3,29028.9,144.6,91.3
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29800,86.05,28884.3,29028.9,144.6,79.7
BANKNIFTY,14-Mar-19,28-Mar-19,CE,29900,71.65,28884.3,29028.9,144.6,18.35
BANKNIFTY,14-Mar-19,28-Mar-19,CE,30000,54.2,28884.3,29028.9,144.6,44.95
BANKNIFTY,14-Mar-19,25-Apr-19,CE,27000,2250,28884.3,29028.9,144.6,2150
BANKNIFTY,14-Mar-19,25-Apr-19,CE,27500,1830,28884.3,29028.9,144.6,1684.9
BANKNIFTY,14-Mar-19,25-Apr-19,CE,28000,1390,28884.3,29028.9,144.6,1282.75
BANKNIFTY,14-Mar-19,25-Apr-19,CE,28500,996.9,28884.3,29028.9,144.6,922.4
BANKNIFTY,14-Mar-19,25-Apr-19,CE,29200,520,28884.3,29028.9,144.6,449.95
BANKNIFTY,14-Mar-19,25-Apr-19,CE,29000,668.55,28884.3,29028.9,144.6,625.95
BANKNIFTY,14-Mar-19,25-Apr-19,CE,29600,365,28884.3,29028.9,144.6,319.9
BANKNIFTY,14-Mar-19,25-Apr-19,CE,29400,500,28884.3,29028.9,144.6,500
BANKNIFTY,14-Mar-19,25-Apr-19,CE,29500,397.25,28884.3,29028.9,144.6,373.2
BANKNIFTY,14-Mar-19,25-Apr-19,CE,30000,213.4,28884.3,29028.9,144.6,202.3
BANKNIFTY,14-Mar-19,30-May-19,CE,28000,1875,28884.3,29028.9,144.6,1826.5
BANKNIFTY,14-Mar-19,30-May-19,CE,28500,1470,28884.3,29028.9,144.6,1300
BANKNIFTY,14-Mar-19,30-May-19,CE,29000,1267.85,28884.3,29028.9,144.6,1195.95
BANKNIFTY,14-Mar-19,30-May-19,CE,29500,966,28884.3,29028.9,144.6,929.55
BANKNIFTY,14-Mar-19,30-May-19,CE,29400,730.05,28884.3,29028.9,144.6,725.25
BANKNIFTY,14-Mar-19,30-May-19,CE,30000,780,28884.3,29028.9,144.6,703.95
BANKNIFTY,15-Mar-19,20-Mar-19,CE,27600,1582.45,28923.1,29007,83.9,1342.35
